mRNA,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Comparison
evm.TU.chromosome_1.1394,779.3356554,-3.170216365,0.7015520556,-4.518861202,6.22E-06,0.0007155970773,TP0_v_TP7_heat
evm.TU.chromosome_12.2734,170.3230351,-1.327766332,0.3725756753,-3.563749381,0.0003655950311,0.01577365659,TP0_v_TP7_heat
evm.TU.chromosome_12.2733,71.91747178,-2.704574984,0.6609503609,-4.091948721,4.28E-05,0.003269333457,TP0_v_TP7_heat
evm.TU.chromosome_10.1768,206.4915621,-3.212993869,0.4005935659,-8.020582811,1.05E-15,2.53E-12,TP0_v_TP7_heat
evm.TU.chromosome_9.2903,190.6976904,-3.156969685,0.66771402,-4.728026655,2.27E-06,0.0003390125281,TP0_v_TP7_heat
evm.TU.chromosome_13.3827,77.00446841,6.726355341,1.689691147,3.980819425,6.87E-05,0.004692683857,TP0_v_TP7_heat
evm.TU.chromosome_6.695,761.3395544,1.58813972,0.4786280465,3.318108355,0.0009062931956,0.03104636528,TP0_v_TP7_heat
evm.TU.chromosome_2.1380,122.7269614,-2.442534313,0.7462737602,-3.272973596,0.001064224185,0.03420720595,TP0_v_TP7_heat
evm.TU.chromosome_13.2886,102.5285056,-4.032504664,0.9268187928,-4.350909471,1.36E-05,0.001310604966,TP0_v_TP7_heat
evm.TU.chromosome_13.578,624.4750023,-1.807705204,0.5436792556,-3.324947908,0.0008843505641,0.03054625514,TP0_v_TP7_heat
evm.TU.chromosome_9.1029,22.98336934,-9.265920829,2.320261075,-3.993481997,6.51E-05,0.004517359768,TP0_v_TP7_heat
evm.TU.chromosome_7.1714,846.9587882,1.241661105,0.3463168702,3.585332427,0.0003366491119,0.01489857972,TP0_v_TP7_heat
evm.TU.chromosome_14.6322,89.29441659,-19.14902557,2.651427985,-7.222155637,5.12E-13,6.84E-10,TP0_v_TP7_heat
evm.TU.chromosome_6.1735,64.71645237,6.345283615,1.31038793,4.842294004,1.28E-06,0.0002102036848,TP0_v_TP7_heat
evm.TU.chromosome_3.1565,17.63868724,4.818575379,1.345955726,3.58004003,0.0003435415753,0.01509263399,TP0_v_TP7_heat
evm.TU.chromosome_3.1568,29.70135989,-6.198601956,1.737960629,-3.566595154,0.0003616495309,0.01565955478,TP0_v_TP7_heat
evm.TU.chromosome_14.5088_evm.TU.chromosome_14.5091,5220.810279,1.011051864,0.2833073073,3.568746158,0.0003586937464,0.01555955305,TP0_v_TP7_heat
evm.TU.chromosome_14.332,204.7633205,-1.254420615,0.3788916236,-3.310763652,0.0009304175714,0.03159351626,TP0_v_TP7_heat
evm.TU.chromosome_13.69,516.8007196,2.517236555,0.5059120687,4.975640453,6.50E-07,0.0001207409768,TP0_v_TP7_heat
evm.TU.chromosome_13.66,110.0636842,-2.346862426,0.7162537065,-3.276579799,0.001050726162,0.03404607316,TP0_v_TP7_heat
evm.TU.chromosome_3.1021,127.7739477,-2.173573194,0.6550806012,-3.318024057,0.0009065667619,0.03104636528,TP0_v_TP7_heat
evm.TU.chromosome_3.1866,154.2130151,-1.850908796,0.504125521,-3.671523696,0.0002411087182,0.01201799667,TP0_v_TP7_heat
evm.TU.chromosome_14.7266,103.0963927,-2.20656258,0.6958086393,-3.171220441,0.001517999007,0.04239655,TP0_v_TP7_heat
evm.TU.chromosome_10.41,46.05680928,-3.436887554,0.9321199844,-3.687172909,0.0002267592844,0.01159072139,TP0_v_TP7_heat
evm.TU.chromosome_13.3373,23.70406075,-3.103792685,0.9826168664,-3.158700803,0.001584740935,0.04350357813,TP0_v_TP7_heat
evm.TU.chromosome_10.42,233.5756011,-3.580582215,0.538381103,-6.650646159,2.92E-11,3.05E-08,TP0_v_TP7_heat
evm.TU.chromosome_10.4,168.1572867,1.936856004,0.5952248977,3.253990234,0.001137961916,0.0356260509,TP0_v_TP7_heat
evm.TU.chromosome_6.1137,831.9422027,1.269677885,0.3918560399,3.240164132,0.001194609148,0.03696685764,TP0_v_TP7_heat
evm.TU.chromosome_11.144,64.66956623,1.943028969,0.6016096179,3.229717263,0.001239126925,0.03766664233,TP0_v_TP7_heat
evm.TU.chromosome_14.6827,198.5880286,-1.319401118,0.3913706047,-3.37123203,0.0007483280111,0.02705104635,TP0_v_TP7_heat
evm.TU.chromosome_6.2326,210.3694534,1.14949853,0.3562627158,3.226547374,0.001252934887,0.03789498417,TP0_v_TP7_heat
evm.TU.chromosome_6.2325,72566.75561,-1.004802832,0.2794152287,-3.596091868,0.0003230337584,0.01453651913,TP0_v_TP7_heat
evm.TU.chromosome_10.409,18.38352845,7.264423024,2.271829095,3.197609821,0.001385716357,0.04008585289,TP0_v_TP7_heat
evm.TU.chromosome_8.1117,156.8896942,1.688336854,0.5264790634,3.206845195,0.001341991909,0.03940006946,TP0_v_TP7_heat
evm.TU.chromosome_12.2304,877.30278,1.731485364,0.2780758649,6.226665392,4.76E-10,3.48E-07,TP0_v_TP7_heat
evm.TU.chromosome_12.3652,160.7538941,-3.784798861,0.7704168806,-4.912663464,8.98E-07,0.0001567446841,TP0_v_TP7_heat
evm.TU.chromosome_13.2674,215.9209587,-1.493733294,0.3275673091,-4.560080485,5.11E-06,0.0006186188441,TP0_v_TP7_heat
evm.TU.chromosome_12.926,89.40272591,1.530904916,0.3275032262,4.67447278,2.95E-06,0.0004054363691,TP0_v_TP7_heat
evm.TU.chromosome_13.562_evm.TU.chromosome_13.563,396.3948467,-1.221608739,0.2884503728,-4.235074224,2.28E-05,0.001936818713,TP0_v_TP7_heat
evm.TU.chromosome_4.2170,630.1749863,2.425522646,0.4525671192,5.359476071,8.35E-08,2.66E-05,TP0_v_TP7_heat
evm.TU.chromosome_2.1889,65.14517967,-1.875436304,0.5367525538,-3.494042628,0.0004757650448,0.01883888726,TP0_v_TP7_heat
evm.TU.chromosome_3.1348,38.84709546,5.728167315,1.214283376,4.717323342,2.39E-06,0.0003470143871,TP0_v_TP7_heat
evm.TU.chromosome_14.7151,20.98343748,-4.351882799,1.329108621,-3.27428679,0.001059290437,0.03413978214,TP0_v_TP7_heat
evm.TU.chromosome_14.7150,88.70643237,-2.721906433,0.8245812744,-3.300955913,0.0009635602226,0.03217435834,TP0_v_TP7_heat
evm.TU.chromosome_14.7153,80.35740195,-2.343333859,0.6601586587,-3.549652539,0.0003857399141,0.01622191431,TP0_v_TP7_heat
evm.TU.chromosome_14.7152,41.48214415,-4.573571755,0.8777868093,-5.210344592,1.88E-07,4.63E-05,TP0_v_TP7_heat
evm.TU.chromosome_1.905,167.0597636,-4.049736132,0.4711820657,-8.594843536,8.34E-18,3.35E-14,TP0_v_TP7_heat
evm.TU.chromosome_3.2038,33.60537366,-2.214253971,0.5693158779,-3.889324112,0.0001005237932,0.006318825901,TP0_v_TP7_heat
evm.TU.chromosome_1.1509,91.7192059,-2.379266835,0.6482646484,-3.670209136,0.000242352102,0.01205501417,TP0_v_TP7_heat
evm.TU.chromosome_14.4718,374.6127587,-2.164756564,0.5622060284,-3.850468432,0.0001178921258,0.007060330666,TP0_v_TP7_heat
evm.TU.chromosome_14.4719,474.9010157,-1.761486679,0.393578707,-4.475563967,7.62E-06,0.0008190860639,TP0_v_TP7_heat
evm.TU.chromosome_13.2023,601.4474913,-2.680508676,0.793286678,-3.378991164,0.0007275234629,0.02669988928,TP0_v_TP7_heat
evm.TU.chromosome_10.1599,210.4406754,1.19447337,0.3830734718,3.118131268,0.001820017224,0.04809760116,TP0_v_TP7_heat
evm.TU.chromosome_4.916,65.13383469,-4.134942584,1.141207436,-3.623304979,0.0002908625274,0.01371814068,TP0_v_TP7_heat
evm.TU.chromosome_11.2265,2896.543052,-1.870450552,0.3729381451,-5.015444457,5.29E-07,0.0001052754161,TP0_v_TP7_heat
evm.TU.chromosome_10.487,244.198623,-2.155550799,0.6783435155,-3.177668468,0.001484644095,0.04170689216,TP0_v_TP7_heat
evm.TU.chromosome_4.743,33.31745291,7.581988265,2.416145741,3.138050879,0.001700753525,0.04574931968,TP0_v_TP7_heat
evm.TU.chromosome_8.1199,17.73184643,-4.806900652,1.373092999,-3.500783016,0.0004638933806,0.01855188229,TP0_v_TP7_heat
evm.TU.chromosome_8.1195,569.0496491,1.112949064,0.3574704072,3.113401954,0.001849439481,0.04866148143,TP0_v_TP7_heat
evm.TU.chromosome_8.1192,26.49049503,3.285955277,1.004996687,3.26961802,0.00107692802,0.03447744959,TP0_v_TP7_heat
evm.TU.chromosome_14.5287,856.458013,-1.41476238,0.4078101355,-3.469169246,0.0005220704583,0.02030508285,TP0_v_TP7_heat
evm.TU.chromosome_2.639,358.90927,-1.581473676,0.4851222173,-3.259948976,0.001114322583,0.03529910023,TP0_v_TP7_heat
evm.TU.chromosome_6.911,99.51785341,3.255541454,0.8130424026,4.004147193,6.22E-05,0.004407254738,TP0_v_TP7_heat
evm.TU.chromosome_6.919,103.8770823,2.881370567,0.8774583067,3.283769205,0.001024287664,0.03355064697,TP0_v_TP7_heat
evm.TU.chromosome_13.3239,2708.289685,-0.8228468507,0.2529592473,-3.252883061,0.001142405003,0.03571870186,TP0_v_TP7_heat
evm.TU.chromosome_13.3231,41.90565188,-2.625446461,0.6104357814,-4.30093802,1.70E-05,0.001550982902,TP0_v_TP7_heat
evm.TU.chromosome_12.2027,307.1113871,3.582107342,0.674456497,5.311102135,1.09E-07,3.25E-05,TP0_v_TP7_heat
evm.TU.chromosome_9.2120,223.4029028,-1.403022189,0.3890991599,-3.605821688,0.0003111667564,0.0141881433,TP0_v_TP7_heat
evm.TU.chromosome_4.2080,151.5392452,-3.344494768,0.8930396968,-3.745068422,0.0001803446189,0.00980812889,TP0_v_TP7_heat
evm.TU.chromosome_5.1669,398.3618911,1.47875116,0.3097605159,4.773852974,1.81E-06,0.0002753911044,TP0_v_TP7_heat
evm.TU.chromosome_14.6695,1226.72633,-2.384732623,0.4114614497,-5.795761971,6.80E-09,2.92E-06,TP0_v_TP7_heat
evm.TU.chromosome_14.6696,2706.910881,-2.524811571,0.3023945926,-8.349393913,6.86E-17,2.06E-13,TP0_v_TP7_heat
evm.TU.chromosome_10.3174,48.09385345,2.368428884,0.7398441745,3.201253677,0.001368310097,0.03982948294,TP0_v_TP7_heat
evm.TU.chromosome_12.4064,51.31532985,-2.28671943,0.576760021,-3.964767574,7.35E-05,0.004913138802,TP0_v_TP7_heat
evm.TU.chromosome_11.1361,343.2918757,1.462836469,0.3259731072,4.487598629,7.20E-06,0.0007882425154,TP0_v_TP7_heat
evm.TU.chromosome_9.823,327.2448461,-0.8791634139,0.2717001807,-3.235785164,0.001213086477,0.0373944391,TP0_v_TP7_heat
evm.TU.chromosome_10.2197,332.4220724,-2.139093623,0.3392979762,-6.304469149,2.89E-10,2.32E-07,TP0_v_TP7_heat
evm.TU.chromosome_14.7109,115.6614035,-3.078349436,0.8369610987,-3.678007785,0.0002350627874,0.01181921462,TP0_v_TP7_heat
evm.TU.chromosome_14.1271,222.1815656,-2.617270107,0.5155818785,-5.076342317,3.85E-07,8.20E-05,TP0_v_TP7_heat
evm.TU.chromosome_13.3616,621.5645046,1.688456017,0.4807652041,3.51201793,0.0004447179944,0.01796406999,TP0_v_TP7_heat
evm.TU.chromosome_13.487,341.6149111,2.08850104,0.5824094044,3.585967233,0.0003358311283,0.0148897503,TP0_v_TP7_heat
evm.TU.chromosome_6.2498,17.25106839,-4.10661243,1.249615623,-3.286300487,0.001015126572,0.03334129908,TP0_v_TP7_heat
evm.TU.chromosome_9.249,198.852628,2.296906055,0.4638745627,4.951567168,7.36E-07,0.0001322655364,TP0_v_TP7_heat
evm.TU.chromosome_13.1375,111.8360791,1.189923164,0.3726197415,3.19339807,0.001406089681,0.04034756743,TP0_v_TP7_heat
evm.TU.chromosome_1.1260,183.0776045,3.225949427,0.8016776377,4.02399827,5.72E-05,0.004124345725,TP0_v_TP7_heat
evm.TU.chromosome_1.1261,20.70907519,5.871141777,1.244659769,4.717065596,2.39E-06,0.0003470143871,TP0_v_TP7_heat
evm.TU.chromosome_7.106,46.46985148,-2.215184984,0.6606514519,-3.353031281,0.000799316721,0.02834101628,TP0_v_TP7_heat
evm.TU.chromosome_5.885,4162.725144,-0.9853973206,0.2996754505,-3.288215031,0.001008247986,0.03325146613,TP0_v_TP7_heat
evm.TU.chromosome_13.1388,2012.072897,1.358575972,0.4347321008,3.125087771,0.001777520138,0.04739069472,TP0_v_TP7_heat
evm.TU.chromosome_13.1386,1852.282944,-1.567999107,0.3919518346,-4.000489266,6.32E-05,0.00444976778,TP0_v_TP7_heat
evm.TU.chromosome_5.1506,123.4834157,10.74180774,2.414101551,4.449608898,8.60E-06,0.0008927134747,TP0_v_TP7_heat
evm.TU.chromosome_10.190,239.4373157,1.718893367,0.4919175797,3.494271068,0.0004753581027,0.01883888726,TP0_v_TP7_heat
evm.TU.chromosome_12.2633,339.1700818,-2.756154948,0.5373494019,-5.129167239,2.91E-07,6.61E-05,TP0_v_TP7_heat
evm.TU.chromosome_4.444,255.0550451,-1.695652144,0.5321316688,-3.186527401,0.001439918477,0.04097319207,TP0_v_TP7_heat
evm.TU.chromosome_13.3461,253.0558068,-1.397831475,0.4049476456,-3.451881966,0.0005566911945,0.02144374481,TP0_v_TP7_heat
evm.TU.chromosome_7.2811,221.5686682,1.225689783,0.3531477265,3.470756544,0.0005189943149,0.02024978726,TP0_v_TP7_heat
evm.TU.chromosome_2.819,401.0542436,-3.034070902,0.4957114444,-6.120639207,9.32E-10,6.06E-07,TP0_v_TP7_heat
evm.TU.chromosome_13.1412,91.38190333,1.86934291,0.5671748582,3.295884653,0.000981122893,0.03258581948,TP0_v_TP7_heat
evm.TU.chromosome_11.387,197.4890986,-2.088258761,0.5468730863,-3.818543667,0.0001342418243,0.007825355739,TP0_v_TP7_heat
evm.TU.chromosome_11.383,9.044369729,-7.191848566,1.898062624,-3.78904704,0.0001512262791,0.008566523929,TP0_v_TP7_heat
evm.TU.chromosome_9.1566,82.42318165,-2.670617433,0.5678066693,-4.703392154,2.56E-06,0.0003623631349,TP0_v_TP7_heat
evm.TU.chromosome_9.2037,42.74143148,4.351485164,1.169118234,3.722023179,0.0001976328757,0.01041988542,TP0_v_TP7_heat
evm.TU.chromosome_8.2427,22.78132745,-3.678106896,1.009408545,-3.643823816,0.0002686173283,0.01301199634,TP0_v_TP7_heat
evm.TU.chromosome_8.74,65.15154959,-3.312142356,0.9337213559,-3.547249225,0.000389276153,0.01629882328,TP0_v_TP7_heat
evm.TU.chromosome_11.1171,352.1227676,-1.646956972,0.458868802,-3.58916746,0.000331735702,0.01481732287,TP0_v_TP7_heat
evm.TU.chromosome_5.1373,20.94910044,4.434925646,1.391832083,3.186394177,0.001440581778,0.04097319207,TP0_v_TP7_heat
evm.TU.chromosome_12.1415,232.9816248,2.456849122,0.6398164236,3.83992819,0.0001230703034,0.007352152738,TP0_v_TP7_heat
evm.TU.chromosome_12.1410,36.59915567,-1.820995374,0.5118412429,-3.557734745,0.0003740667672,0.01599583911,TP0_v_TP7_heat
evm.TU.chromosome_9.557,49.21917928,2.231140751,0.6777465807,3.291998535,0.0009947812998,0.03289747224,TP0_v_TP7_heat
evm.TU.chromosome_5.2046,11.79215527,-7.002993952,1.953622474,-3.584619876,0.0003375694925,0.01491190006,TP0_v_TP7_heat
evm.TU.chromosome_6.135,50.97392671,-3.428838504,0.4402837799,-7.787792013,6.82E-15,1.26E-11,TP0_v_TP7_heat
evm.TU.chromosome_4.1956,423.0598762,3.54645494,0.7189135932,4.933075371,8.09E-07,0.0001422444169,TP0_v_TP7_heat
evm.TU.chromosome_4.1955,42.81616934,5.960607021,1.631198134,3.65412815,0.000258057362,0.01265321994,TP0_v_TP7_heat
evm.TU.chromosome_4.1953,220.488493,4.261097265,1.243158466,3.427638054,0.0006088566384,0.02305794527,TP0_v_TP7_heat
evm.TU.chromosome_1.401,83.73619997,-5.989651016,1.703211857,-3.516679967,0.0004369803101,0.01777075186,TP0_v_TP7_heat
evm.TU.chromosome_3.785,183.5082041,-1.916437234,0.5395357196,-3.552011784,0.0003822977395,0.01615099182,TP0_v_TP7_heat
evm.TU.chromosome_4.1375,178.7489422,-2.901876451,0.6222579806,-4.663462007,3.11E-06,0.000425325382,TP0_v_TP7_heat
evm.TU.chromosome_4.320,188.6436538,-2.282188427,0.718527296,-3.176202824,0.001492165848,0.04186933891,TP0_v_TP7_heat
evm.TU.chromosome_11.2450,1535.162556,-2.564911765,0.5635682236,-4.551200116,5.33E-06,0.0006420896876,TP0_v_TP7_heat
evm.TU.chromosome_8.191,564.2172707,-2.083029095,0.5485366371,-3.797429294,0.000146204461,0.008321211342,TP0_v_TP7_heat
evm.TU.chromosome_10.2545,373.6024439,-1.523132211,0.4789427245,-3.18019699,0.001471749675,0.0413929596,TP0_v_TP7_heat
evm.TU.chromosome_6.818,26.60712479,-3.568567837,0.9137907922,-3.905235057,9.41E-05,0.005995429148,TP0_v_TP7_heat
evm.TU.chromosome_9.1040,57.23329398,6.19535349,1.08475943,5.71126954,1.12E-08,4.58E-06,TP0_v_TP7_heat
evm.TU.chromosome_12.3665,81.79216668,-1.848730988,0.546377397,-3.383615425,0.0007153813039,0.02637256942,TP0_v_TP7_heat
evm.TU.chromosome_5.2230,478.5530669,-0.7330880365,0.224413272,-3.266687527,0.001088137129,0.03474390104,TP0_v_TP7_heat
evm.TU.chromosome_5.2232,11.76821786,6.376819109,1.994409352,3.197347176,0.001386978835,0.04008585289,TP0_v_TP7_heat
evm.TU.chromosome_13.1842,286.9109446,-8.101568025,2.173044562,-3.728210718,0.0001928441052,0.01027503441,TP0_v_TP7_heat
evm.TU.chromosome_4.544,394.5903836,2.46902589,0.4170292402,5.920510246,3.21E-09,1.74E-06,TP0_v_TP7_heat
evm.TU.chromosome_10.1865,240.4143779,-2.858029091,0.8704666978,-3.283329619,0.00102588637,0.03355735648,TP0_v_TP7_heat
evm.TU.chromosome_1.253,462.313851,-23.62981014,1.623566563,-14.55426015,5.49E-48,1.32E-43,TP0_v_TP7_heat
evm.TU.chromosome_1.1342,149.0775976,-2.596832201,0.7818964777,-3.321196955,0.0008963226119,0.03078311966,TP0_v_TP7_heat
evm.TU.chromosome_7.792,75.47157279,4.723636442,0.8057628418,5.862316052,4.56E-09,2.24E-06,TP0_v_TP7_heat
evm.TU.chromosome_1.1801,316.9814039,4.543176348,0.9997122844,4.544483866,5.51E-06,0.0006435974993,TP0_v_TP7_heat
evm.TU.chromosome_12.3457,145.1352285,-1.554423535,0.442070772,-3.516232318,0.0004377177924,0.01777075186,TP0_v_TP7_heat
evm.TU.chromosome_9.1077,161.2679945,2.919152524,0.8132012377,3.58970497,0.0003310524353,0.01481428881,TP0_v_TP7_heat
evm.TU.chromosome_9.1073,199.2966228,3.979812597,0.9616068833,4.138710596,3.49E-05,0.002738928733,TP0_v_TP7_heat
evm.TU.chromosome_9.1071,1504.021038,2.217888161,0.469842682,4.720491019,2.35E-06,0.0003470143871,TP0_v_TP7_heat
evm.TU.chromosome_13.2271,134.2753817,-1.864262843,0.5852495603,-3.185415197,0.001445464613,0.04098888171,TP0_v_TP7_heat
evm.TU.chromosome_11.1084,69.27649575,-1.392324203,0.3938239675,-3.53539733,0.0004071624333,0.01672770577,TP0_v_TP7_heat
evm.TU.chromosome_6.1633,81.01964001,-2.449505016,0.6982351114,-3.508137841,0.0004512551733,0.0181368419,TP0_v_TP7_heat
evm.TU.chromosome_6.2876,75.41404772,-5.186120609,1.384855103,-3.744883198,0.0001804777196,0.00980812889,TP0_v_TP7_heat
evm.TU.chromosome_2.752,59.65951343,-3.05208961,0.8745009123,-3.490093111,0.0004828522817,0.01902564432,TP0_v_TP7_heat
evm.TU.chromosome_12.3233,135.8363108,-1.935994306,0.4797302456,-4.035589425,5.45E-05,0.003949561005,TP0_v_TP7_heat
evm.TU.chromosome_12.3905,892.6990165,2.013569878,0.5979465918,3.367474463,0.000758600519,0.02734028068,TP0_v_TP7_heat
evm.TU.chromosome_14.7184,12.15864243,6.716425507,1.975496274,3.399867464,0.0006741852318,0.02501918292,TP0_v_TP7_heat
evm.TU.chromosome_9.1658,17.15118335,-5.616287771,1.731936182,-3.24277986,0.001183696322,0.03677095349,TP0_v_TP7_heat
evm.TU.chromosome_4.1480,15.57115606,-8.363410749,2.140113728,-3.907928181,9.31E-05,0.005944734845,TP0_v_TP7_heat
evm.TU.chromosome_13.2451,831.182734,2.041406813,0.5847483297,3.49108618,0.0004810610538,0.01898613913,TP0_v_TP7_heat
evm.TU.chromosome_14.6144,326.1845361,1.051298914,0.2503055308,4.200062663,2.67E-05,0.002192559709,TP0_v_TP7_heat
evm.TU.chromosome_3.451,1366.239489,-2.716577269,0.4386621921,-6.192868494,5.91E-10,4.18E-07,TP0_v_TP7_heat
evm.TU.chromosome_9.2773,198.0777666,-2.044398001,0.6194493538,-3.300347298,0.0009656524797,0.03219956156,TP0_v_TP7_heat
evm.TU.chromosome_8.2509,49.93540128,-2.253478893,0.641483733,-3.512916659,0.0004432164752,0.01793350696,TP0_v_TP7_heat
evm.TU.chromosome_2.641,649.7142578,5.623916543,0.7253096764,7.753814302,8.92E-15,1.53E-11,TP0_v_TP7_heat
evm.TU.chromosome_2.642,96.5565434,4.286476159,0.7732648361,5.543348099,2.97E-08,1.10E-05,TP0_v_TP7_heat
evm.TU.chromosome_3.213,99.86157739,4.085413723,0.9575927138,4.266337519,1.99E-05,0.001727038733,TP0_v_TP7_heat
evm.TU.chromosome_4.1855,230.385563,-2.664524306,0.4573173317,-5.826423189,5.66E-09,2.62E-06,TP0_v_TP7_heat
evm.TU.chromosome_4.1859,613.2026323,-1.772816129,0.5446543986,-3.254937689,0.001134172468,0.03560000284,TP0_v_TP7_heat
evm.TU.chromosome_1.1184,649.1204749,-1.087433496,0.3447806088,-3.153986821,0.001610563589,0.04405117474,TP0_v_TP7_heat
evm.TU.chromosome_9.2173,1994.89087,-3.225621485,0.685587424,-4.70490177,2.54E-06,0.0003618204915,TP0_v_TP7_heat
evm.TU.chromosome_9.2172,338.0774855,-2.34254437,0.637844081,-3.672597175,0.0002400978041,0.011992437,TP0_v_TP7_heat
evm.TU.chromosome_9.2171,204.8178622,-1.993387174,0.5834057583,-3.416810935,0.0006335926471,0.02375972427,TP0_v_TP7_heat
evm.TU.chromosome_9.2170,254.0136123,-1.828455718,0.5720573384,-3.196280505,0.00139211701,0.04015723757,TP0_v_TP7_heat
evm.TU.chromosome_4.1234,73.11832488,1.490932373,0.4442364125,3.356168767,0.0007903032593,0.02810421118,TP0_v_TP7_heat
evm.TU.chromosome_4.1232,105.6161303,2.577144284,0.8037254984,3.2064981,0.001343611922,0.03940006946,TP0_v_TP7_heat
evm.TU.chromosome_4.1231,264.7400907,2.04989757,0.5146161847,3.983352314,6.79E-05,0.004660666548,TP0_v_TP7_heat
evm.TU.chromosome_11.729,44.83112077,-6.428967667,2.041854415,-3.148592584,0.001640587453,0.04468002594,TP0_v_TP7_heat
evm.TU.chromosome_11.1863,80.64355593,2.988543981,0.7195789634,4.1531842,3.28E-05,0.002640041936,TP0_v_TP7_heat
evm.TU.chromosome_6.2098,340.5616742,1.999202481,0.467993115,4.27186302,1.94E-05,0.001690890558,TP0_v_TP7_heat
evm.TU.chromosome_4.1863,116.8449887,-2.313837223,0.5767634618,-4.011761105,6.03E-05,0.004305458041,TP0_v_TP7_heat
evm.TU.chromosome_11.524,20.25269698,-20.23428687,2.239322392,-9.035897173,1.63E-19,7.83E-16,TP0_v_TP7_heat
evm.TU.chromosome_14.6407,1843.017422,0.7656413509,0.1959141239,3.908045707,9.30E-05,0.005944734845,TP0_v_TP7_heat
evm.TU.chromosome_12.255,13.45933357,22.20471147,3.100094786,7.162591147,7.92E-13,1.00E-09,TP0_v_TP7_heat
evm.TU.chromosome_13.1984_evm.TU.chromosome_13.1979,258.5899479,1.70191507,0.3820074901,4.455187697,8.38E-06,0.0008789703859,TP0_v_TP7_heat
evm.TU.chromosome_14.5889,213.9734597,-3.877699044,0.9218492458,-4.206435121,2.59E-05,0.002146319475,TP0_v_TP7_heat
evm.TU.chromosome_10.540,209.9767148,-1.67134584,0.4325887709,-3.863590441,0.0001117324978,0.006810025024,TP0_v_TP7_heat
evm.TU.chromosome_12.1935,585.171767,-1.248411222,0.3920072917,-3.184663268,0.001449225343,0.04099894257,TP0_v_TP7_heat
evm.TU.chromosome_14.5416,87.43587256,-2.952086492,0.9042061962,-3.264837715,0.001095268093,0.03492527064,TP0_v_TP7_heat
evm.TU.chromosome_7.316,321.7418355,1.160769238,0.3093515477,3.752265816,0.000175243507,0.009632391397,TP0_v_TP7_heat
evm.TU.chromosome_6.2938,161.4925262,1.423291688,0.349205566,4.075798976,4.59E-05,0.003412116846,TP0_v_TP7_heat
evm.TU.chromosome_6.2933,463.6522966,-2.067542924,0.598934079,-3.452037538,0.0005563703177,0.02144374481,TP0_v_TP7_heat
evm.TU.chromosome_10.439,318.1542347,1.23186016,0.2868108124,4.29502692,1.75E-05,0.001580914198,TP0_v_TP7_heat
evm.TU.chromosome_9.275,94.41177916,-2.255352338,0.7018917066,-3.213248307,0.001312427716,0.03879427622,TP0_v_TP7_heat
evm.TU.chromosome_11.2173,431.0220158,-2.200368454,0.597595391,-3.682037189,0.0002313776481,0.0117868011,TP0_v_TP7_heat
evm.TU.chromosome_14.480,86.48502731,-3.104279709,0.9661440981,-3.213060779,0.001313284948,0.03879427622,TP0_v_TP7_heat
evm.TU.chromosome_6.942,47.67103235,-2.342348194,0.5405132189,-4.333563199,1.47E-05,0.001396113404,TP0_v_TP7_heat
evm.TU.chromosome_3.436,348.31171,3.435662287,1.086988879,3.160715212,0.001573822923,0.04330261355,TP0_v_TP7_heat
evm.TU.chromosome_5.869,2563.162197,-2.622253951,0.7923776855,-3.309348559,0.0009351333983,0.03161985472,TP0_v_TP7_heat
evm.TU.chromosome_9.489,11.17738464,-22.35934886,4.570150036,-4.892475889,9.96E-07,0.00104645693,TP5_heat_v_TP7_heat
evm.TU.chromosome_6.1548,13.52030161,39.27537805,4.564083633,8.605315155,7.61E-18,4.00E-14,TP5_heat_v_TP7_heat
evm.TU.chromosome_13.2908,189.2458543,1.659227957,0.4130965528,4.0165621,5.91E-05,0.03292691029,TP5_heat_v_TP7_heat
evm.TU.chromosome_2.462,17.85405987,5.65563823,1.396333712,4.050348552,5.11E-05,0.02920952172,TP5_heat_v_TP7_heat
evm.TU.chromosome_14.4131,22.77797521,-22.66853605,2.628249734,-8.624955139,6.41E-18,4.00E-14,TP5_heat_v_TP7_heat
evm.TU.chromosome_6.1043,47.15612708,23.33945734,4.019060283,5.807192652,6.35E-09,1.28E-05,TP5_heat_v_TP7_heat
evm.TU.chromosome_3.1678,10.77074283,-22.57327555,3.246050583,-6.954073872,3.55E-12,1.17E-08,TP5_heat_v_TP7_heat
evm.TU.chromosome_4.612,208.881376,2.977144497,0.7177183249,4.148068112,3.35E-05,0.02258754852,TP5_heat_v_TP7_heat
evm.TU.chromosome_7.2803,29.82697452,22.49919366,4.563795024,4.929930801,8.23E-07,0.0009004933804,TP5_heat_v_TP7_heat
evm.TU.chromosome_7.2802,44.02554679,23.48774458,4.562726598,5.147743148,2.64E-07,0.000364557441,TP5_heat_v_TP7_heat
evm.TU.chromosome_4.1032,42.6497829,22.56571299,4.101820363,5.501389868,3.77E-08,7.07E-05,TP5_heat_v_TP7_heat
evm.TU.chromosome_12.3294,44.61005949,7.387443258,1.556739415,4.745459122,2.08E-06,0.001884715627,TP5_heat_v_TP7_heat
evm.TU.chromosome_9.473,171.2059907,3.111303925,0.6098973704,5.101356517,3.37E-07,0.0004219038832,TP5_heat_v_TP7_heat
evm.TU.chromosome_12.1648,52.31953604,7.946573073,1.551218646,5.122793677,3.01E-07,0.0003954634307,TP5_heat_v_TP7_heat
