mRNA,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Comparison
evm.TU.chromosome_7.1243,4801.006103,-5.463571951,1.005939994,-5.431310004,5.59E-08,2.48E-05,TP0_v_TP5_amb
evm.TU.chromosome_1.564,5.369130932,-6.912100757,1.874044966,-3.688332395,0.0002257286419,0.01548579307,TP0_v_TP5_amb
evm.TU.chromosome_4.200,100.6860398,-3.475117041,0.9403360762,-3.695611738,0.0002193579793,0.01516509906,TP0_v_TP5_amb
evm.TU.chromosome_6.2759,140.1847249,-1.948204826,0.5795340981,-3.361674201,0.0007747147249,0.03678043855,TP0_v_TP5_amb
evm.TU.chromosome_9.857,261.8373649,1.346931909,0.4074831458,3.305491093,0.0009481011741,0.04148754632,TP0_v_TP5_amb
evm.TU.chromosome_14.7109,115.6614035,-3.266988909,0.8330677987,-3.921636287,8.79E-05,0.008024361289,TP0_v_TP5_amb
evm.TU.chromosome_9.2419,123.4712151,-6.152179918,1.507589201,-4.080806572,4.49E-05,0.004933823203,TP0_v_TP5_amb
evm.TU.chromosome_13.3614,15.32837707,4.211505503,1.171941264,3.593614828,0.0003261218281,0.02039135645,TP0_v_TP5_amb
evm.TU.chromosome_14.1281,369.8527361,1.427420752,0.3819454361,3.737237357,0.000186053272,0.01374846548,TP0_v_TP5_amb
evm.TU.chromosome_9.249,198.852628,1.988441451,0.4558501397,4.362050765,1.29E-05,0.001745578056,TP0_v_TP5_amb
evm.TU.chromosome_7.365,193.2833794,2.154565843,0.575676958,3.742664724,0.0001820790979,0.01356691589,TP0_v_TP5_amb
evm.TU.chromosome_3.404,71.78912228,-4.246726261,1.081345087,-3.927262733,8.59E-05,0.007892696542,TP0_v_TP5_amb
evm.TU.chromosome_14.1070,191.4645079,1.46517891,0.4023122572,3.641894782,0.0002706386942,0.01779316748,TP0_v_TP5_amb
evm.TU.chromosome_13.1386,1852.282944,-1.314664915,0.3915906846,-3.357242568,0.0007872401452,0.03692423273,TP0_v_TP5_amb
evm.TU.chromosome_14.1812,175.0141222,-5.11155217,1.486980428,-3.437538298,0.0005870276978,0.03028159801,TP0_v_TP5_amb
evm.TU.chromosome_12.2633,339.1700818,-2.906252526,0.5354904589,-5.427272284,5.72E-08,2.48E-05,TP0_v_TP5_amb
evm.TU.chromosome_2.819,401.0542436,-2.177752861,0.4953150404,-4.396702469,1.10E-05,0.001593604241,TP0_v_TP5_amb
evm.TU.chromosome_9.2371,150.7501397,5.028453648,1.553843201,3.236139685,0.001211580792,0.04946642797,TP0_v_TP5_amb
evm.TU.chromosome_8.2664,86.47888309,-3.112840521,0.6695004394,-4.649497353,3.33E-06,0.0006412592668,TP0_v_TP5_amb
evm.TU.chromosome_11.387,197.4890986,-1.949504684,0.5440870747,-3.583074797,0.0003395733216,0.02108498792,TP0_v_TP5_amb
evm.TU.chromosome_11.383,9.044369729,-7.087465611,1.886116406,-3.757703176,0.0001714801196,0.01295713445,TP0_v_TP5_amb
evm.TU.chromosome_9.1566,82.42318165,-2.535856828,0.5627707481,-4.506021033,6.61E-06,0.001099403543,TP0_v_TP5_amb
evm.TU.chromosome_8.2427,22.78132745,-3.248254118,0.99863618,-3.252690202,0.001143180585,0.04724911559,TP0_v_TP5_amb
evm.TU.chromosome_8.74,65.15154959,-3.754233879,0.9287863403,-4.042085587,5.30E-05,0.005639201811,TP0_v_TP5_amb
evm.TU.chromosome_5.2046,11.79215527,-7.068205074,1.939029121,-3.645228944,0.0002671538637,0.01765057941,TP0_v_TP5_amb
evm.TU.chromosome_6.135,50.97392671,-1.524839331,0.4489077287,-3.396776739,0.0006818457315,0.03331480856,TP0_v_TP5_amb
evm.TU.chromosome_7.2592,418.1937902,-6.596527275,1.218973446,-5.411543046,6.25E-08,2.66E-05,TP0_v_TP5_amb
evm.TU.chromosome_4.1955,42.81616934,5.420906512,1.550210897,3.496883246,0.0004707278035,0.02620478805,TP0_v_TP5_amb
evm.TU.chromosome_1.401,83.73619997,-5.586426892,1.702073659,-3.282129925,0.001030261225,0.04365833663,TP0_v_TP5_amb
evm.TU.chromosome_1.406,28.07181321,-6.339135082,1.594126023,-3.976558309,6.99E-05,0.00682372434,TP0_v_TP5_amb
evm.TU.chromosome_3.785,183.5082041,-2.193657782,0.5359822722,-4.09278048,4.26E-05,0.004706490087,TP0_v_TP5_amb
evm.TU.chromosome_4.1375,178.7489422,-2.148107315,0.6214669783,-3.456510788,0.0005472173039,0.02912412095,TP0_v_TP5_amb
evm.TU.chromosome_1.1601,14454.11656,-1.113176929,0.3135022961,-3.550777595,0.0003840948432,0.02279415945,TP0_v_TP5_amb
evm.TU.chromosome_4.320,188.6436538,-3.007476316,0.7149257948,-4.206697167,2.59E-05,0.003224877738,TP0_v_TP5_amb
evm.TU.chromosome_9.2232,55.84960161,4.973370212,1.439359134,3.455267065,0.0005497479876,0.02920087132,TP0_v_TP5_amb
evm.TU.chromosome_9.2235,7354.701635,-6.608529999,1.157670285,-5.708473375,1.14E-08,6.65E-06,TP0_v_TP5_amb
evm.TU.chromosome_5.1280,118.3649927,3.121946745,0.8260489415,3.779372611,0.0001572240035,0.01208417384,TP0_v_TP5_amb
evm.TU.chromosome_8.2327,37.4607476,-3.690087385,0.5959626291,-6.191810032,5.95E-10,5.50E-07,TP0_v_TP5_amb
evm.TU.chromosome_12.3088,47.92629769,7.087197051,1.510922096,4.690643594,2.72E-06,0.0005444878166,TP0_v_TP5_amb
evm.TU.chromosome_12.3081,80.94215716,-3.025850831,0.9150427608,-3.306786263,0.0009437286951,0.04143138874,TP0_v_TP5_amb
evm.TU.chromosome_13.1842,286.9109446,-9.428494436,2.171755969,-4.341415228,1.42E-05,0.00188926234,TP0_v_TP5_amb
evm.TU.chromosome_4.544,394.5903836,2.436918959,0.4126003416,5.906245617,3.50E-09,2.67E-06,TP0_v_TP5_amb
evm.TU.chromosome_8.426,18.85996436,-8.097749008,2.120882438,-3.818103665,0.0001344814185,0.01083282153,TP0_v_TP5_amb
evm.TU.chromosome_5.1078,279.2972158,-2.884175332,0.726295909,-3.971074732,7.15E-05,0.006928642017,TP0_v_TP5_amb
evm.TU.chromosome_14.6642,306.8671662,-1.987495368,0.5692692967,-3.491309613,0.0004806588966,0.02658390566,TP0_v_TP5_amb
evm.TU.chromosome_1.253,462.313851,-25.42696834,1.622156361,-15.67479495,2.25E-55,6.03E-51,TP0_v_TP5_amb
evm.TU.chromosome_14.7060,109.6204209,-4.710054145,1.18915677,-3.960835327,7.47E-05,0.007180758646,TP0_v_TP5_amb
evm.TU.chromosome_14.6131,98.31558155,-2.141629327,0.6297203221,-3.400921412,0.0006715913222,0.032933758,TP0_v_TP5_amb
evm.TU.chromosome_9.2767,940.7112856,1.222584744,0.3456276802,3.537288284,0.0004042581491,0.0234448684,TP0_v_TP5_amb
evm.TU.chromosome_12.3432,61.03195847,4.970510233,1.498561018,3.316855419,0.0009103671367,0.04049699515,TP0_v_TP5_amb
evm.TU.chromosome_7.792,75.47157279,2.968028671,0.7450332755,3.983753168,6.78E-05,0.006764367801,TP0_v_TP5_amb
evm.TU.chromosome_12.4052,6932.888283,-2.355673975,0.4843949204,-4.863126916,1.16E-06,0.00027187702,TP0_v_TP5_amb
evm.TU.chromosome_13.3189,36.98981771,-1.619070399,0.4910602751,-3.297090971,0.0009769185362,0.04203568538,TP0_v_TP5_amb
evm.TU.chromosome_6.1633,81.01964001,-2.64589609,0.6925950105,-3.820264441,0.0001333086696,0.01077069806,TP0_v_TP5_amb
evm.TU.chromosome_14.1688,107.7662686,-5.782444319,1.51304668,-3.821722353,0.0001325228475,0.01073955547,TP0_v_TP5_amb
evm.TU.chromosome_6.2876,75.41404772,-4.542214624,1.383320333,-3.283559501,0.001025050037,0.04357518574,TP0_v_TP5_amb
evm.TU.chromosome_2.752,59.65951343,-3.013871768,0.8683560215,-3.470778913,0.0005189510851,0.0282359917,TP0_v_TP5_amb
evm.TU.chromosome_9.336,16.14891872,7.350528901,2.09021249,3.516641938,0.0004370429162,0.02478486086,TP0_v_TP5_amb
evm.TU.chromosome_9.1658,17.15118335,-6.059401116,1.721426849,-3.519987574,0.0004315670165,0.02463053968,TP0_v_TP5_amb
evm.TU.chromosome_4.1480,15.57115606,-8.10932571,2.135647964,-3.797126609,0.0001463830341,0.0114812237,TP0_v_TP5_amb
evm.TU.chromosome_12.2631,9.619757859,-7.572508745,2.17210583,-3.486252207,0.0004898389529,0.02692508211,TP0_v_TP5_amb
evm.TU.chromosome_14.6144,326.1845361,1.279728096,0.246203776,5.197841062,2.02E-07,6.44E-05,TP0_v_TP5_amb
evm.TU.chromosome_3.451,1366.239489,-2.259280146,0.4383201126,-5.154406747,2.54E-07,7.94E-05,TP0_v_TP5_amb
evm.TU.chromosome_4.1855,230.385563,-1.778259548,0.4565594713,-3.89491328,9.82E-05,0.00866784636,TP0_v_TP5_amb
evm.TU.chromosome_9.2173,1994.89087,-3.960903626,0.6851867075,-5.780765422,7.44E-09,4.64E-06,TP0_v_TP5_amb
evm.TU.chromosome_9.2171,204.8178622,-2.391342144,0.5801221275,-4.12213572,3.75E-05,0.00434022371,TP0_v_TP5_amb
evm.TU.chromosome_4.1234,73.11832488,1.702235963,0.4340259668,3.921968022,8.78E-05,0.008024361289,TP0_v_TP5_amb
evm.TU.chromosome_10.1377,286.7768816,6.09317016,1.366056884,4.460407347,8.18E-06,0.001253892007,TP0_v_TP5_amb
evm.TU.chromosome_10.1376,86.22947677,9.027739928,2.434831526,3.707747264,0.0002091111992,0.01483915028,TP0_v_TP5_amb
evm.TU.chromosome_7.406,6.58338112,-6.597126278,2.029441506,-3.250710237,0.0011511712,0.04738213352,TP0_v_TP5_amb
evm.TU.chromosome_6.2147,71.35822425,-4.12965291,1.04698243,-3.94433831,8.00E-05,0.0075178331,TP0_v_TP5_amb
evm.TU.chromosome_10.268,60.60761182,2.005523865,0.5665015562,3.540191272,0.0003998371364,0.0233665171,TP0_v_TP5_amb
evm.TU.chromosome_12.664,7.576097189,7.019072587,2.037263387,3.445343706,0.0005703336853,0.02976871373,TP0_v_TP5_amb
evm.TU.chromosome_13.429,500.6972344,-3.772498475,0.7742653144,-4.872358873,1.10E-06,0.0002709028513,TP0_v_TP5_amb
evm.TU.chromosome_11.524,20.25269698,-19.84920318,2.233447618,-8.887248138,6.26E-19,2.80E-15,TP0_v_TP5_amb
evm.TU.chromosome_13.3764,9.720447318,21.32600911,3.784534709,5.635041227,1.75E-08,9.04E-06,TP0_v_TP5_amb
evm.TU.chromosome_9.2165,425.7863733,-2.527072879,0.6935660424,-3.643593724,0.0002688576879,0.01771950521,TP0_v_TP5_amb
evm.TU.chromosome_12.1465,9.597534164,-4.406148588,1.322652373,-3.331297535,0.0008644215549,0.03923391504,TP0_v_TP5_amb
evm.TU.chromosome_11.2173,431.0220158,-3.372177574,0.594870635,-5.668757836,1.44E-08,7.87E-06,TP0_v_TP5_amb
evm.TU.chromosome_5.2582,106.3003089,-3.137710293,0.6909597651,-4.541089731,5.60E-06,0.0009561680428,TP0_v_TP5_amb
evm.TU.chromosome_3.1277,94.08115317,-1.824763468,0.5552010991,-3.286671211,0.001013791252,0.04103246747,TP0_v_TP7_amb
evm.TU.chromosome_5.609,40.35274515,-8.545006133,1.680681944,-5.084249381,3.69E-07,0.000117615926,TP0_v_TP7_amb
evm.TU.chromosome_12.1199,939.1605619,1.362169081,0.3628700857,3.75387538,0.0001741214547,0.01204260336,TP0_v_TP7_amb
evm.TU.chromosome_7.2847,65.79913956,1.316106495,0.4023777043,3.27082361,0.001072347735,0.04258100036,TP0_v_TP7_amb
evm.TU.chromosome_10.1787,124.0229017,-2.504668473,0.6642379326,-3.770739895,0.000162764252,0.01151008439,TP0_v_TP7_amb
evm.TU.chromosome_7.729,3736.550449,1.037422292,0.3122745299,3.322148278,0.0008932721056,0.0377622691,TP0_v_TP7_amb
evm.TU.chromosome_7.2698,172.2298629,1.762407925,0.525191381,3.355744188,0.0007915174582,0.03442747691,TP0_v_TP7_amb
evm.TU.chromosome_5.974,1887.768657,-2.255559916,0.5326504357,-4.23459696,2.29E-05,0.00257873345,TP0_v_TP7_amb
evm.TU.chromosome_13.3849,10.31410593,-6.607079315,1.568072612,-4.213503421,2.51E-05,0.002764190567,TP0_v_TP7_amb
evm.TU.chromosome_14.7108,164.9666676,-4.070748345,0.7170742771,-5.676885191,1.37E-08,7.67E-06,TP0_v_TP7_amb
evm.TU.chromosome_1.732,638.4239216,-2.685201389,0.7732234785,-3.47273649,0.0005151809053,0.02494169094,TP0_v_TP7_amb
Ser_4434,53.65619965,6.4056396,1.279140121,5.007770058,5.51E-07,0.0001575275888,TP0_v_TP7_amb
evm.TU.chromosome_13.1099,15.36265392,6.572411531,1.8200027,3.61120977,0.0003047720206,0.01774152807,TP0_v_TP7_amb
evm.TU.chromosome_14.6778,929.4776579,1.168173649,0.299452145,3.901036171,9.58E-05,0.007903976833,TP0_v_TP7_amb
evm.TU.chromosome_9.489,11.17738464,21.2656269,4.946098004,4.299475441,1.71E-05,0.002072130595,TP0_v_TP7_amb
evm.TU.chromosome_12.3636,3195.501866,-1.97507576,0.599776539,-3.293019369,0.0009911764615,0.04060644367,TP0_v_TP7_amb
evm.TU.chromosome_13.1876,962.8543578,-1.263543999,0.3283382502,-3.848299728,0.0001189404756,0.00917646347,TP0_v_TP7_amb
evm.TU.chromosome_14.6570,143.7789875,-1.892093963,0.5231559315,-3.616692173,0.0002983918061,0.01759253798,TP0_v_TP7_amb
evm.TU.chromosome_6.1548,13.52030161,-20.70178554,4.9191698,-4.208390111,2.57E-05,0.002815184027,TP0_v_TP7_amb
evm.TU.chromosome_12.2833,47.76117011,-3.11313316,0.9601220202,-3.242434914,0.001185130148,0.04569012476,TP0_v_TP7_amb
evm.TU.chromosome_12.1802,245.218383,-1.572151556,0.3720801271,-4.22530375,2.39E-05,0.002669878098,TP0_v_TP7_amb
evm.TU.chromosome_11.372,1298.778376,-1.836965843,0.546054107,-3.364072936,0.000768012438,0.03392054934,TP0_v_TP7_amb
evm.TU.chromosome_9.1009,54.05972382,-2.886615914,0.8526617446,-3.385417409,0.0007107009303,0.0318928626,TP0_v_TP7_amb
evm.TU.chromosome_10.2560,182.0654085,-2.438722717,0.7044952315,-3.461659651,0.0005368556003,0.02574350426,TP0_v_TP7_amb
evm.TU.chromosome_13.1161,543.3562934,1.208170985,0.2924525559,4.131169177,3.61E-05,0.003649089258,TP0_v_TP7_amb
evm.TU.chromosome_13.1160,223.1857626,-1.759564037,0.464899142,-3.784829608,0.0001538139275,0.01115226041,TP0_v_TP7_amb
evm.TU.chromosome_11.2778,13.61270374,20.1864059,4.947029738,4.080510321,4.49E-05,0.004401896145,TP0_v_TP7_amb
evm.TU.chromosome_14.4894,242.1914929,2.533824844,0.6462943811,3.920542896,8.83E-05,0.00738938167,TP0_v_TP7_amb
evm.TU.chromosome_12.3245,27.20794116,8.302866258,2.204277207,3.766706942,0.0001654149785,0.01152232963,TP0_v_TP7_amb
evm.TU.chromosome_12.3241,76.56000039,-3.310743539,0.9581734032,-3.455265537,0.000549751103,0.02621209094,TP0_v_TP7_amb
evm.TU.chromosome_5.2032,125.1642765,-17.55465245,3.959945144,-4.433054452,9.29E-06,0.001367803232,TP0_v_TP7_amb
evm.TU.chromosome_1.961,232.4319787,-1.444863467,0.4150250637,-3.48138846,0.0004988214877,0.02447920263,TP0_v_TP7_amb
evm.TU.chromosome_5.2690,61.2453693,2.660397022,0.7309234423,3.639775205,0.0002728761582,0.01639536344,TP0_v_TP7_amb
evm.TU.chromosome_12.2655,340.530351,-2.29938457,0.595639534,-3.860362584,0.0001132188981,0.00886743529,TP0_v_TP7_amb
evm.TU.chromosome_11.125,252.2723704,-1.93982658,0.5428339014,-3.573517745,0.0003522173616,0.01936041939,TP0_v_TP7_amb
evm.TU.chromosome_11.122,170.1365426,-4.456646485,1.26751802,-3.516041913,0.0004380318291,0.02250500265,TP0_v_TP7_amb
evm.TU.chromosome_2.745,13595.34636,-2.709290853,0.7506960832,-3.609038216,0.0003073343366,0.01778653316,TP0_v_TP7_amb
evm.TU.chromosome_14.6115,51.30769564,22.52283831,3.84455904,5.858367129,4.67E-09,3.49E-06,TP0_v_TP7_amb
evm.TU.chromosome_8.1138,254.5719331,-5.172503866,1.042618613,-4.961069944,7.01E-07,0.0001877571327,TP0_v_TP7_amb
evm.TU.chromosome_14.909,425.9738032,-1.795182053,0.467927053,-3.836457075,0.0001248220009,0.00955569763,TP0_v_TP7_amb
evm.TU.chromosome_10.2658,289.7817797,-2.767948855,0.8548404346,-3.237971372,0.001203828888,0.04622079953,TP0_v_TP7_amb
evm.TU.chromosome_7.2447,10.14416276,7.041106688,1.765654317,3.987817219,6.67E-05,0.005878364285,TP0_v_TP7_amb
evm.TU.chromosome_13.2650,34.232538,3.525839034,1.071303498,3.291167292,0.000997725601,0.04060644367,TP0_v_TP7_amb
evm.TU.chromosome_7.299,773.2289346,1.701166024,0.3923676355,4.335643082,1.45E-05,0.001891635704,TP0_v_TP7_amb
evm.TU.chromosome_14.6638,174.0871465,-1.734440513,0.4594898018,-3.774709485,0.0001601942428,0.01148971527,TP0_v_TP7_amb
evm.TU.chromosome_12.2425,4428.920278,-3.994769931,0.7051358231,-5.665248879,1.47E-08,8.02E-06,TP0_v_TP7_amb
evm.TU.chromosome_12.2426,38.07720728,-2.628874624,0.7533727428,-3.489474035,0.000483972073,0.02412672661,TP0_v_TP7_amb
evm.TU.chromosome_12.2420,2128.547372,-3.363939791,0.5965481586,-5.63900792,1.71E-08,8.75E-06,TP0_v_TP7_amb
evm.TU.chromosome_12.1882,152.8363294,-4.132689338,0.9210463225,-4.486950588,7.22E-06,0.001129744896,TP0_v_TP7_amb
evm.TU.chromosome_12.1881,40.13541697,-5.201852004,1.342442263,-3.874916745,0.0001066611597,0.008582436432,TP0_v_TP7_amb
evm.TU.chromosome_12.1880,9.169791659,-7.245044212,2.01038451,-3.603810204,0.0003135860835,0.0180240403,TP0_v_TP7_amb
evm.TU.chromosome_7.2229,2475.91993,-2.275473378,0.4883182987,-4.659815912,3.16E-06,0.0006165261472,TP0_v_TP7_amb
evm.TU.chromosome_12.1593,65.61918045,-5.117196487,1.492095722,-3.429536331,0.0006046134826,0.02823960005,TP0_v_TP7_amb
evm.TU.chromosome_10.3195,487.259135,1.855261066,0.498287674,3.723273047,0.0001966566409,0.01313217755,TP0_v_TP7_amb
evm.TU.chromosome_10.3220,56.92825215,20.70388802,4.947776037,4.184483668,2.86E-05,0.00299262321,TP0_v_TP7_amb
evm.TU.chromosome_9.2572,11.01693697,-7.948809927,1.993419966,-3.987523985,6.68E-05,0.005878364285,TP0_v_TP7_amb
evm.TU.chromosome_12.1878,234.4030025,-5.387060669,0.8835077825,-6.097355084,1.08E-09,9.36E-07,TP0_v_TP7_amb
evm.TU.chromosome_8.2740,6039.071173,-0.9203197102,0.2432611614,-3.783257898,0.000154788882,0.01115226041,TP0_v_TP7_amb
evm.TU.chromosome_6.1425,192.7274308,-2.496953144,0.6735960621,-3.706899853,0.0002098118617,0.01390003584,TP0_v_TP7_amb
evm.TU.chromosome_8.1460,64.03278029,18.5967222,3.643027948,5.104743215,3.31E-07,0.0001111260168,TP0_v_TP7_amb
evm.TU.chromosome_12.201,421.0014337,-3.007860091,0.5975088021,-5.034001308,4.80E-07,0.0001474721997,TP0_v_TP7_amb
evm.TU.chromosome_12.200,2084.824049,-1.538101436,0.4308508758,-3.569916001,0.0003570957154,0.0195176357,TP0_v_TP7_amb
evm.TU.chromosome_10.1882,570.3558171,-1.83188263,0.4343268806,-4.21775099,2.47E-05,0.002744372404,TP0_v_TP7_amb
evm.TU.chromosome_5.2615,4446.02152,-2.458143451,0.529087156,-4.646008551,3.38E-06,0.0006405787852,TP0_v_TP7_amb
evm.TU.chromosome_8.2226,62.32484956,-5.013905972,1.402025416,-3.576187647,0.0003486414389,0.0192057948,TP0_v_TP7_amb
evm.TU.chromosome_3.2012,92.02877712,2.069047178,0.5833505274,3.546833474,0.0003898909541,0.02075159571,TP0_v_TP7_amb
evm.TU.chromosome_12.1381,28.23434136,4.735219263,1.376531967,3.439963164,0.000581793364,0.02737691203,TP0_v_TP7_amb
evm.TU.chromosome_5.472,8818.348238,-1.310721678,0.2917518701,-4.492590492,7.04E-06,0.001121116114,TP0_v_TP7_amb
evm.TU.chromosome_7.983,26.80795823,23.20720938,4.945999499,4.692117212,2.70E-06,0.0005445697499,TP0_v_TP7_amb
evm.TU.chromosome_9.2050_evm.TU.chromosome_9.2071,180.4258916,3.112394229,0.9189136228,3.38703677,0.000706519179,0.03181864102,TP0_v_TP7_amb
evm.TU.chromosome_12.799,85.22777234,-2.91426086,0.809865336,-3.598451163,0.0003201179467,0.01819180431,TP0_v_TP7_amb
evm.TU.chromosome_12.795,135.9188876,-2.272270629,0.6640088445,-3.42204874,0.0006215117126,0.02876205398,TP0_v_TP7_amb
evm.TU.chromosome_13.1047,480.6568008,-4.889435414,1.306060531,-3.743651459,0.0001813651924,0.01240725196,TP0_v_TP7_amb
evm.TU.chromosome_2.610,118.6770216,-2.109565198,0.5051620248,-4.17601699,2.97E-05,0.003086097889,TP0_v_TP7_amb
evm.TU.chromosome_2.753,138.623258,-2.16079277,0.5390627823,-4.008425068,6.11E-05,0.00549830628,TP0_v_TP7_amb
evm.TU.chromosome_12.3920,425.3179296,-3.362937029,0.7729195189,-4.350953685,1.36E-05,0.001805496175,TP0_v_TP7_amb
evm.TU.chromosome_13.3218,10610.08136,-2.284805579,0.5980084884,-3.820690883,0.0001330783619,0.01009110771,TP0_v_TP7_amb
evm.TU.chromosome_8.2198,111.3527124,-3.252376769,0.7491743133,-4.341281744,1.42E-05,0.001857363555,TP0_v_TP7_amb
evm.TU.chromosome_9.2669,238.6535538,1.760308499,0.5384777513,3.269045926,0.001079107848,0.04264762962,TP0_v_TP7_amb
evm.TU.chromosome_10.707,157.5407901,-2.752686607,0.6141549969,-4.482071498,7.39E-06,0.001147455093,TP0_v_TP7_amb
evm.TU.chromosome_8.2672,116.1954314,-2.162424499,0.6567056991,-3.292836506,0.0009918213104,0.04060644367,TP0_v_TP7_amb
evm.TU.chromosome_5.2618_evm.TU.chromosome_5.2619,367.0184221,-1.852377958,0.4408883567,-4.201467174,2.65E-05,0.002857480923,TP0_v_TP7_amb
evm.TU.chromosome_4.478,62.35521925,-2.736618001,0.7410186677,-3.693048664,0.0002215816005,0.01429045931,TP0_v_TP7_amb
evm.TU.chromosome_10.3111,35.03632153,6.155545501,1.482170795,4.153060849,3.28E-05,0.003370957773,TP0_v_TP7_amb
evm.TU.chromosome_9.1668,106.4303394,-3.584639636,0.930292808,-3.853238041,0.0001165659655,0.009029379018,TP0_v_TP7_amb
evm.TU.chromosome_10.2385,146.8037506,-3.090407193,0.8804078698,-3.510199418,0.0004477707418,0.02281908588,TP0_v_TP7_amb
evm.TU.chromosome_14.2176,25.65409335,4.161076438,1.271090457,3.273627313,0.001061765481,0.04244858628,TP0_v_TP7_amb
evm.TU.chromosome_10.1247,8.565764485,-7.828670626,2.235204922,-3.502439776,0.0004610179905,0.02341096896,TP0_v_TP7_amb
evm.TU.chromosome_10.1241,131.960148,-5.776264314,1.34335156,-4.29989028,1.71E-05,0.002072130595,TP0_v_TP7_amb
evm.TU.chromosome_10.1240,24.05034465,-3.983932393,0.9626725507,-4.138408631,3.50E-05,0.003564485365,TP0_v_TP7_amb
evm.TU.chromosome_4.384,151.7770667,-3.072583026,0.9156456896,-3.355646252,0.0007917977807,0.03442747691,TP0_v_TP7_amb
evm.TU.chromosome_13.4146,6094.159424,-1.576104906,0.3647807395,-4.320691132,1.56E-05,0.001967714219,TP0_v_TP7_amb
evm.TU.chromosome_12.122,77.95243583,6.322783981,1.943508652,3.253283166,0.001140797535,0.0444884997,TP0_v_TP7_amb
evm.TU.chromosome_14.430,366.0892278,-4.01622077,0.6177551115,-6.501315319,7.96E-11,9.55E-08,TP0_v_TP7_amb
evm.TU.chromosome_5.1198,13289.90531,-2.218739802,0.4983557793,-4.452120139,8.50E-06,0.001281762791,TP0_v_TP7_amb
evm.TU.chromosome_5.1193,338.0784229,1.443110751,0.4486255806,3.216737551,0.001296571462,0.04879101131,TP0_v_TP7_amb
evm.TU.chromosome_5.1197,2768.841903,-6.443238865,1.470229707,-4.38247087,1.17E-05,0.001596787099,TP0_v_TP7_amb
evm.TU.chromosome_8.245,286.8836561,-4.456986935,1.269712396,-3.510233457,0.0004477134211,0.02281908588,TP0_v_TP7_amb
evm.TU.chromosome_8.244,132.2817154,-6.377331726,1.406478346,-4.534255181,5.78E-06,0.000976707341,TP0_v_TP7_amb
evm.TU.chromosome_11.903,84.44529657,-9.04119284,2.039020923,-4.434085368,9.25E-06,0.001367803232,TP0_v_TP7_amb
evm.TU.chromosome_9.700,30.02018429,-6.736868333,1.560754862,-4.316416689,1.59E-05,0.001980203698,TP0_v_TP7_amb
evm.TU.chromosome_4.619,29.20731988,3.896648879,0.9642096107,4.041288155,5.32E-05,0.004893992532,TP0_v_TP7_amb
evm.TU.chromosome_9.1392,256.6190784,-1.945935806,0.5029963925,-3.8686874,0.00010942282,0.008717466752,TP0_v_TP7_amb
evm.TU.chromosome_11.1497,87.31044372,-2.069668569,0.543322073,-3.809284902,0.0001393692923,0.01044232719,TP0_v_TP7_amb
evm.TU.chromosome_14.6098,91.48653052,-3.065931952,0.7241013319,-4.234120028,2.29E-05,0.00257873345,TP0_v_TP7_amb
evm.TU.chromosome_12.690,62.32192434,-6.341526719,1.561047745,-4.062352826,4.86E-05,0.004597804518,TP0_v_TP7_amb
evm.TU.chromosome_6.1512,135.4794831,-7.634435278,1.038274994,-7.352999276,1.94E-13,4.07E-10,TP0_v_TP7_amb
evm.TU.chromosome_8.1515,123.2445279,9.312097507,1.957129943,4.75803742,1.95E-06,0.0004394032495,TP0_v_TP7_amb
evm.TU.chromosome_9.140,526.2351211,-2.250187581,0.4833848847,-4.655064012,3.24E-06,0.0006224183744,TP0_v_TP7_amb
evm.TU.chromosome_14.1351,233.2472726,3.521605697,0.7037530687,5.004036008,5.61E-07,0.0001588069069,TP0_v_TP7_amb
evm.TU.chromosome_10.2910,4834.722176,-2.062893697,0.4172275023,-4.944289831,7.64E-07,0.0002004085682,TP0_v_TP7_amb
evm.TU.chromosome_7.2809,217.63934,1.388049528,0.4258470171,3.259502761,0.001116076942,0.0437651667,TP0_v_TP7_amb
evm.TU.chromosome_7.2803,29.82697452,20.02853629,4.948513243,4.047384599,5.18E-05,0.004811407223,TP0_v_TP7_amb
evm.TU.chromosome_7.2802,44.02554679,23.25784463,4.945672042,4.702666175,2.57E-06,0.000529884378,TP0_v_TP7_amb
evm.TU.chromosome_4.1540,824.7609232,-2.495320367,0.4881583729,-5.111702484,3.19E-07,0.0001086159613,TP0_v_TP7_amb
evm.TU.chromosome_13.2759,35.08091231,8.421307487,1.962191713,4.291786288,1.77E-05,0.0021209612,TP0_v_TP7_amb
evm.TU.chromosome_6.681,670.3038435,-1.343770979,0.3741253878,-3.591766351,0.0003284442591,0.01849795128,TP0_v_TP7_amb
evm.TU.chromosome_10.1999,101.8205251,-4.628140563,1.12101798,-4.128515909,3.65E-05,0.003676679672,TP0_v_TP7_amb
evm.TU.chromosome_5.1092,364.9457225,-24.24854804,4.910558268,-4.938043033,7.89E-07,0.0002027112377,TP0_v_TP7_amb
evm.TU.chromosome_9.1586,45.07586866,-5.3416782,1.420116791,-3.761435844,0.0001689407566,0.0117164836,TP0_v_TP7_amb
evm.TU.chromosome_9.1589,70.54630575,-2.761583221,0.8368637228,-3.299919863,0.0009671244058,0.04004499493,TP0_v_TP7_amb
